"paper_id","title","abstract","year","journal","doi","mag_field_of_study","has_pdf_parse","has_pdf_parsed_abstract","has_pdf_parsed_body_text","s2_url","group_name","sample_share","field_count","field_share","seed","n_articles"
"56217378","The State of the Judiciary: A Corporate Perspective","The rule of law depends on highly talented, independent judges who conscientiously strive to ensure that the law is consistently applied in a principled and predictable manner This Essay addresses two potential threats to judicial independence and the rule of law that we believe warrant special attention at this time. First, inadequate judicial salaries pose a threat to the quality and independence of the judiciary. Judges' real pay has declined substantially over the past generation, even as the compensation of other callings within the legal profession has risen dramatically. This growing disparity in pay has prompted an increasing number of experienced judges to leave the bench and has discouraged many of our most talented and experienced lawyers from accepting judicial nomination. Furthermore, as judicial compensation has declined, judicial appointees have increasingly come to the bench from the public rather than the private sector This trend likely does not bode well for a balanced judiciary. We believe that judicial compensation should be increased substantially at both the federal and state levels. Second, the central role the jury has come to play in American tort law undermines the consistency and predictability that are the hallmarks of the rule of law. When juries, rather than judges, determine basic issues of liability as opposed to resolving issues of fact, similarly situated litigants may receive widely varying results from different juries. In addition, empirical studies indicate that juries treat corporate defendants differently from similarly situated individual defendants, holding corporations to a higher standard of care and assessing significantly higher damages against corporations when they find liability. The direct and indirect costs of such inconsistent and discriminatory treatment harm not only corporations, but also employees, shareholders, and consumers. Judges can and should play a greater role in resolving liability questions in tort disputes in order to restore clarity, consistency, predictability, and accountability to this area of the law.",2007,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:56217378","Business",0.1,2577,0.02729236830399695,21356,500
"169515469","Will the Directive 2014/17/EU on mortgage credit protect consumers in the next economic and/or financial crisis?","The Directive 2014/17/EU on mortgage credit agreements for real estate properties (Mortgage Credit Directive or MCD) reflects the classic tension in the European Union (EU) between the goal of attaining a European single mortgage credit market and the obligation to provide a high level of consumer protection. The classic approach of EU law to solve the tension is to find a balance between those aims through the interaction of public/private law. The article starts with a summary of the most important choices done by the legislator (exante information duties and responsible credit) and essential consumer right. It follows with a critical assessment of the MCD. The methodology of this study is both descriptive and analytical, law is considered not only a normative system but also a set of policy instruments influenced by other disciplines (ie. economics). The findings lead both to optimism and to criticism. Although the European harmonization represents a further step ahead in the area of financial services and consumer protection, some critical questions are still forgotten or left aside. The most important question remains unanswered, whether the MCD will protect consumers when the next economic/financial crisis inevitably arrives. The implications are clear: more research and better policy are needed.",2018,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:169515469","Business",0.1,2577,0.02729236830399695,21356,500
"14099708","Some Thoughts on the IT Planning in Chinese Private Enterprises","IT planning will guide systemically the whole process of the informatization in the private enterprise, make IT apply during the steady developing of the enterprise, and meet the ends for requirement from the enterprise. Therefore IT planning in small and medium-sized enterprises and their sustainable development is one topic worth studying. Having studied the commercial risk within these private enterprises, the paper first presents the technological barrier, which is thought the new type of IT risks. The paper then analyzes the application of IT planning in two SMEs cases. It suggests that the uncertainty of informatization of SMEs will increase when more than one risks are related and reflected to each other. At last, this paper puts forward some suggestions to cope with these problems.",2008,"2008 International Seminar on Future Information Technology and Management Engineering","10.1109/FITME.2008.152",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:14099708","Business",0.1,2577,0.02729236830399695,21356,500
"167640304","Coinvestment and risk taking in private equity funds","Private equity fund managers are typically required to invest their own money alongside the fund. We examine how this coinvestment affects the acquisition strategy of leveraged buyout funds. In a simple model, where the investment and capital structure decisions are made simultaneously, we show that a higher coinvestment induces managers to chose less risky firms and use more leverage. We test these predictions in a unique sample of private equity investments in Norway, where the fund manager's taxable wealth is publicly available. Consistent with the model, portfolio company risk decreases and leverage ratios increase with the coinvestment fraction of the manager's wealth. Moreover, funds requiring a relatively high coinvestment tend to spread its capital over a larger number of portfolio firms, consistent with a more conservative investment policy.",2016,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167640304","Business",0.1,2577,0.02729236830399695,21356,500
"169593567","Hospitalists as Integral Stakeholders in Antimicrobial Stewardship","Purpose of review ::: The purpose of this review is to discuss the role of the hospitalist in antimicrobial stewardship programs (ASPs), to offer antimicrobial stewardship strategies that hospitalists can implement, to discuss opportunities for hospitalists to serve as educators on stewardship practices, and to offer resources for hospitalists to gain further training in antimicrobial stewardship.",2018,"Current Treatment Options in Infectious Diseases","10.1007/s40506-018-0162-z",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:169593567","Business",0.1,2577,0.02729236830399695,21356,500
"167584643","A Market Based Solution for Fire Sales and Other Pecuniary Externalities","We show how bundling, exclusivity and additional markets internalize fire sale and other pecuniary externalities. Ex ante competition can achieve a constrained efficient allocation. The solution can be put rather simply: create segregated market exchanges which specify prices in advance and price the right to trade in these markets so that participant types pay, or are compensated, consistent with the market exchange they choose and that type's excess demand contribution to the price in that exchange. We do not need to identify and quantify some policy intervention. With the appropriate ex ante design we can let markets solve the problem.",2016,"National Bureau of Economic Research","10.3386/w22056",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:167584643","Business",0.1,2577,0.02729236830399695,21356,500
"166324308","How to deal with Crisis knowing Change Management Principles","International crisis, market transparency, labor mobility, global capital flows, and instantaneous communications have blown scenario that senior executives in large companies had a simple goal for themselves and their organizations: stability. Shareholders wanted little more than predictable earnings growth In most industries — and in almost all companies— heightened global competition has concentrated management’s collective mind on something that, in the past, it happily avoided: change. Management of change represents an important responsibility for the managers and specialists, for those who have not only to assure the survival of the organization, but to assure the fundamentals for future development and competitiveness.",2009,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:166324308","Business",0.1,2577,0.02729236830399695,21356,500
"6137090","Evidence for a hyperbolic-like distribution of asset returns drawn from a simple economical financial markets model","Risk management and asset pricing benefit from simple functional descriptions of the distribution of real asset returns. Recently, several authors have proposed that asset returns in real stock markets are distributed according to a hyperbolic distribution. While asset returns are generated by trades over time, the natural question is: What does economic theory imply concerning return distributions? We propose a simple model of price formation and, thus, return distribution which is based on economic reasoning. The market’s behavior is represented by a pair consisting of a time-constant strategy and a dynamical trading strategy generating a flow between funds. Simulations of the price dynamics generate returns with fat-tail behavior in line with that of a hyperbolic distribution, and also volatility clustering, which is a mayor stylized fact of asset returns.",2005,NA,"10.5167/uzh-52125",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:6137090","Business",0.1,2577,0.02729236830399695,21356,500
"167712080","Heads I Win, Tails You Lose: The Disparate Treatment of Similarly Situated Taxpayers Under the Personal Injury Income Tax Exclusion","Personal injury tort litigation continues to dominate the legal landscape in the United States.1 Whether at the hands of a jury verdict, court order or a structured settlement agreement, tort litigation leads to the exchange of vast amounts of money.2 Subsequently, whenever there is an exchange of money between two or more people, the United States Tax Code (“Code”) will likely have an impact on all the parties involved. The Code is primarily concerned with taxing income, so it tends to focus on the recipient of a tort damages money award.3 The primary Internal Revenue Code (“I.R.C.”) provision that deals with money received subsequent to a personal injury tort damages award is I.R.C. § 104(a)(2) (“section 104(a)(2)”).4 Since it was enacted in 1918, section 104(a)(2) has generated a considerable level of criticism, dismay and confusion over its intent, definition, and application.5",2009,"Chapman Law Review",NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167712080","Business",0.1,2577,0.02729236830399695,21356,500
"55912074","Efficient and service oriented infrastructure operation: the role of the Energy Efficiency Directive in driving change towards Multi Utility Service Companies","Infrastructure operation can be described as separate utility systems provisioning unconstrained demand, with higher throughput corresponding to higher profits. In contrast, an efficiency perspective would prioritize coordinated infrastructure operation focused on essential service delivery at the lowest possible resource use. We investigate how to accelerate the adoption of alternative infrastructure operation configurations which are: centred on the end-user and their demand for services; concerned with resource efficiency improvements; and consider multiple infrastructure streams. We call these alternative modes of operation Multi-Utility Service Companies (MUSCos). Market and system failures, that arise in privatised utility systems, present barriers to the adoption of MUSCos. This paper categorises these barriers and investigates the extent to which the Energy Efficiency Directive (EED) overcomes them. The EED is analysed because energy is required to deliver the majority of household infrastructure services and as a result energy policy will have influence over the related infrastructure systems. Our research finds that the EED could increase adoption of service-oriented contracts in the public sector, potentially resulting in spillover to the domestic and commercial sector. However, without changes to accounting practices, financial instruments and standardisation of contracts, investment risks and transaction costs would remain high and it is unlikely that this spillover would occur. In addition, the continued fragmentation of policy and cross-sector information asymmetries augments existing barriers to more integrated infrastructure operation. We describe additional measures that might overcome these weaknesses; including measures to reduce contractual barriers and risks in the domestic sector, provide more appropriate financing and accounting arrangements and more explicitly address the interconnectivity of infrastructure systems in future policy.",2013,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:55912074","Business",0.1,2577,0.02729236830399695,21356,500
"167712227","Human Resources practices and workplace environmental support","phone: 011-6520366 Abstract. The key to retaining employees lies on the organization's capability of supporting employees by understanding and answering to their intrinsic motivators. It is important for employees to perceive a positive and valuing attitude of the organization toward them in order to have greater motivation for staying in the organization. Such condition for employee retention is based on the social exchange theory which holds that the exchange relationship between employer and employee goes beyond exchange of impersonal resources such as money, information, and service. One of the leading challenges in creating attractive and supporting working environment has be implementing effective human development strategies to enhance organizational performance and employee commitment. Therefore, managing human resources plays a crucial role in a process of increasing organization, starting from line managers who need to be aware of factors that motivate their subordinates to make them perform well, ending up with human resources professionals who have to understand motivation to effectively design and implement reward structure and systems. In employment situation, as in personal relationships, commitment is a tow-away street. If employers want committed employees, they need to be committed employers. Committed employees do better work than uncommitted ones and organizations with committed workers do better financially than organizations with uncommitted ones. Employers need to determine what is responsible for this disparity. Many employees perceive that employers do not value loyalty and are willing to sacrifice workers to maintain the financial bottom line. Employees points to decades of downsizing, rightsizing, and re-engineering as the evidence that employers treat them as expendable commodities when times get tough (Bragg, 2002).",2016,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167712227","Business",0.1,2577,0.02729236830399695,21356,500
"167628717","Tax Avoidance and Corporations in the United States—The Effective Tax Rate Abnormality for the Top Five Percent by Corporate Size","This paper describes the unusual pattern of corporate effective tax rate by corporate size. We used the concept of rent seeking to explain this behavior. The entire sample shows there is a positive relation between effective tax rate and firm size, and there is a positive price-earnings relation. However, the results for the largest 5% firms are entirely different. Among these firms, there is a negative relation between effective tax rate of firm size, and the price-earnings relation is less significant. Thus, the largest corporations are able to invalidate the progressive tax structure.",2013,"THE JOURNAL OF APPLIED BUSINESS AND ECONOMICS",NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167628717","Business",0.1,2577,0.02729236830399695,21356,500
"166688544","Imagining the Ideal Pension System: International Perspectives","Muir and Turner gather an international roster of pension experts who present what they think would be the ideal pension systems for their countries and why. Those countries include the United States, the UK, Ireland, Denmark, Germany, Belgium, France, Switzerland, Poland, and Japan.",2011,NA,"10.17848/9780880993920",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:166688544","Business",0.1,2577,0.02729236830399695,21356,500
"167639251","Evidential Effort And Risk Assessment In Auditing","This study responds to prior literature highlighting the need for academic research to study the linkage of risks to audit procedures purported in the Audit Risk Model. We use audit workpaper data from a Big 4 firm to examine two significant relationships implicit in authoritative audit guidance: (1) the application of the audit risk model in practice, and the relationship between preliminary risk assessments and audit procedures, and (2) the potential loss of risk information upon risk aggregation suggested in the Audit Risk Model. Our findings indicate that preliminary risk assessments significantly affect planned audit procedures, and the potential for loss of information upon risk aggregation is not to be ignored. These results provide important evidence useful in developing audit policy for linking risk assessments and audit procedures.",2011,"Journal of Business & Economics Research","10.19030/jber.v6i9.2469",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:167639251","Business",0.1,2577,0.02729236830399695,21356,500
"73583450","Agricultural Produce Marketing And Gender Empowerment: A Case Of Women’S Cross Border Trade In Northern Nigeria","The study examined agricultural produce marketing in relation to gender empowerment in cross border along Nigeria-Niger border with the aim of identifying the socio-economic characteristics of the respondents, identifying characteristics of respondents’ cross border trade and the constraints faced by the respondents. One hundred respondents were selected with the use of systematic random technique. Primary data were collected from the respondents with the aid of interview guide structured in form of questionnaire and focus group discussion with other stakeholders like custom officials, as well as agriculture quarantine officers was performed. Univariate analysis like percentages, tables and pie charts and 3 point Likert scale were used to achieve the stated objectives. The study revealed that the respondents averagely made between N10,000 to N40,000 on monthly basis which helped in meeting family needs. About 78% indicated that one of their constraints was absence of modern financial institutions, inadequate storage facilities and about 82% signified that their major constraint was poor transport system while all affirmed that they experienced inadequate security among others. The study recommended that adequate security, global mass media facilities and adequate storage facilities should be provided to promote cross border trade.",2006,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:73583450","Business",0.1,2577,0.02729236830399695,21356,500
"167983130","PTA026.1—Employment agency contracts—declaration by exempt clients","Employment agents need a declaration from a client to claim a payroll tax exemption for workers on-hired to the client.",2014,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167983130","Business",0.1,2577,0.02729236830399695,21356,500
"166797815","Examining and Promoting Chinese Seafarer Education and Training","China has potential to become a seafarer supply country for international labour market. The qualification and competency of Chinese seafarers is essential for the relief of the shortage of worldwide officer crew and to reduce human-related sea accidents, to ensure maritime safety and protect marine environment. Chinese seafarer education and training system takes an important role in training Chinese seafarers to be qualified and competent. It is necessary to highlight how the system functions. This paper is going to introduce Chinese MET systems, Seafarer MET Academies, Practice of seafarer MET, Quality Management of Chinese seafarer MET, Continuing Training for Chinese Seafarers in order to promote the national and international communication and cooperation in the shipping industry.",2008,"TransNav: International Journal on Marine Navigation and Safety of Sea Transportation",NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:166797815","Business",0.1,2577,0.02729236830399695,21356,500
"54214354","Strategic Determinants of Organizational Performance of Small Business – a Preliminary Study Outcomes and Research Perspectives on the Sample on Brazil and Poland","Contemporary enterprises are forced to act in a dynamic and competitive local and global market. Particularly for small business, this great challenge becomes a barrier for organizational development and results rather in a survival strategy with low organizational performance. In the same time it is essential to create friendly conditions for small business development and small business growth because these kinds of companies are the employers for local communities and hence they contribute to a reduction of the national unemployment rate for global economy. However these conditions are possible to shape when knowing the determinants of organizational performance. Taking this into account, the aim of the article is to describe the preliminary study on defining organizational management patterns of small business in Brazil and Poland that are starting point to learn a typology of strategies and asses the strategies under such criteria as ability to prevent market risks and stabilization of competitive positions. The method used in the study was a survey based on multi-item scale for strategic types containing 11 adaptive cycle dimensions in the Miles and Snow typology. These dimensions will be linked to data on management particularities, work organization and performance in small business.",2017,"DEStech Transactions on Social Science, Education and Human Science","10.12783/dtssehs/icss2016/9098",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:54214354","Business",0.1,2577,0.02729236830399695,21356,500
"54174067","Information Systems for Sustainable Organizations","Nowadays sustainability is a broad and complex concept, which should be applied to any significant economic activity. Sustainable development involves environmental, economic and social aspects of long-term local and global processes implying an overall progress. Various contradicting requests arise which organizations should resolve in their projects and the proper information support becomes a key factor for this. In the context of the above, the goal of this paper is to examine how information systems within the organization contribute for sustainable development by providing appropriate information services. The monitoring and reporting of the organisational impact on sustainability is constantly required both by members and business partners. Thus, sustainability can be viewed as a new dimension of information system assessment.",2016,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:54174067","Business",0.1,2577,0.02729236830399695,21356,500
"197893023","Assessing barriers to reuse of electrical and electronic equipment, a UK perspective","Abstract This paper reports on research undertaken to identify generic and specific barriers to reuse of electrical and electronic equipment (EEE). Thirty semi-structured interviews were conducted with experts from across the value chain including product designers, manufacturers, users and waste managers as well policy makers and academics. The interviews sought to examine perceived and real barriers to reuse in the UK. Three inter-connected factors that limit opportunities and instances of reuse of electrical and electronic equipment were identified, highlighting that both systemic and consumer barriers to increasing levels of reuse exist. These are: producer reluctance, unsuitable collection infrastructure and cultural issues. Overall, the paper shows that low levels of reuse in the electrical and electronic sector are a result of complex and interlinked barriers. Understanding these connections offers the potential to improve the opportunities for reuse, by providing direction for policy makers to address barriers from a multi stakeholder perspective. Increasing instances of reuse is essential if the UK is to successfully move towards a resource efficient, circular economy.",2019,"Resources, Conservation & Recycling: X","10.1016/j.rcrx.2019.100004",,TRUE,FALSE,TRUE,"https://api.semanticscholar.org/CorpusID:197893023","Business",0.1,2577,0.02729236830399695,21356,500
"168276805","Factors influencing word of mouth behaviour in the restaurant industry","Purpose ::: ::: ::: ::: ::: Restaurants with limited promotion budgets depend mainly on word of mouth (WOM) among customers. WOM seems particularly important to the marketing of services. This is because services are experiential in nature and difficult to assess before purchase. In the restaurants context there is little research on WOM. The purpose of this paper is to examine the factors that may influence tourists’ WOM about restaurants implying on the critical role of relationship quality. ::: ::: ::: ::: ::: Design/methodology/approach ::: ::: ::: ::: ::: A comprehensive literature review is conducted to identify the major factors influencing WOM in the context of restaurant industry. The study utilizes self-administered questionnaire survey and the target population are the customers who have referred to the restaurants of Tehran, Iran. A convenience sampling approach was utilized to collect a sample of 326 customers. A structural equation modeling procedure is applied to the examination of the antecedents of WOM. ::: ::: ::: ::: ::: Findings ::: ::: ::: ::: ::: The paper found that food quality, personal interaction quality, physical environment quality, and perceived value influence WOM behavior of customer in an indirect way through relationship quality. ::: ::: ::: ::: ::: Practical implications ::: ::: ::: ::: ::: This research conjectured that an understanding of factors that influence the tourist to talk each other about a given restaurant are worthy of additional research. Consequently, the study helps to understand how these factors can provide alternative sources of marketing to attract the long-term economic sustainability of restaurant industry in Iran. ::: ::: ::: ::: ::: Originality/value ::: ::: ::: ::: ::: To the authors’ knowledge, this research will be the first attempt to explore influential factors on WOM in restaurant industry focusing on the critical role of relationship quality. It is expected that researchers will find this research a contribution to the WOM literature, particularly in restaurant industry.",2017,"Marketing Intelligence & Planning","10.1108/MIP-02-2016-0024",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:168276805","Business",0.1,2577,0.02729236830399695,21356,500
