"paper_id","title","abstract","year","journal","doi","mag_field_of_study","has_pdf_parse","has_pdf_parsed_abstract","has_pdf_parsed_body_text","s2_url","seed"
"125384860","Stability and boundedness of solutions of a certain n-dimensional nonlinear delay differential system of third-order","Abstract In this paper, by defining Lyapunov functionals, we investigate proper sufficient conditions for the uniform stability of the zero solution, and also for the uniform boundedness and uniform ultimate boundedness of all solutions of a certain third-order nonlinear vector delay differential equation of the type X˙˙˙ + AX˙˙ + G(X˙) + H(X(t - r)) = P(t).",2015,"Advances in Pure and Applied Mathematics","10.1515/apam-2014-0033",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:125384860",21356
"215721973","In-Depth Analysis of Signal Jammers' and Anti-Jamming Effect on 5G Signal","Most technologies nowadays communicate by way of transmitting and receiving signal. The way devices communicate is increasingly changing in complexity and while threats have evolved, techniques and technologies to counteract them have stagnated in comparison. One of the most persistent threats to signal transmission is signal jamming. The rapid development of technologies such as wireless communication which includes mobile phone signal transmission, Wi-Fi, critical infrastructure communications as well as IoT have attracted increased levels of signal jamming to disrupt, interfere and in some instances, block the transmission entirely. Signal jammers have come a long way in terms of both complexity as well as affordability. These jammer devices work by overwhelming the transmitting signal as way of ""shouting louder"" than legitimate signal and as a result, disrupt and block it. The importance of understanding this threat is more precarious when critical telecommunication infrastructure is considered: - GSM Communications (Disruption of phone communications) - Defense Ministry Communications (Disruption of sensitive communications) - Emergency Services Communications (Disruption of potentially mission-critical, health or security communications) Available research and literature tackled this problem with varying degrees of success. This project will look to highlight the existential threat to local infrastructure and develop an effective method to supressing and thereby, minimising the threat.",2019,"2019 7th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW)","10.1109/FiCloudW.2019.00014",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:215721973",21356
"41375712","Evolving MNK-landscapes with structural constraints","In this paper we propose a method for the generation of instances of the MNK-landscapes that maximize different measures used to characterize multi-objective problems. In contrast to previous approaches, the introduced algorithm works by modifying the neighborhood structure of the variables of the MNK-landscape while keeping fixed the local parameters of its functions. A variant of the algorithm is presented to deal with situations in which the exhaustive enumeration of search space is unfeasible. We show how the introduced method can be used to generate instances with an increased number of solutions in the Pareto front. Furthermore, we investigate whether direct optimization of the correlation between objectives can be used as an indirect method to increase the size of the Pareto fronts of the generated instances.",2015,"2015 IEEE Congress on Evolutionary Computation (CEC)","10.1109/CEC.2015.7257047",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:41375712",21356
"212748009","Neutron reflectometry analysis: using model-dependent methods","Neutron reflectometry analysis is an inherently ill-posed, which is to say that there are many possible solutions which agree equally well with the measured data. This leads to the application of model-dependent analysis, where information that we know about the system is integrated into our analysis. This tutorial briefly covers the mathematics underlying the use of model-dependent analysis in neutron reflectometry.",2020,NA,NA,,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:212748009",21356
"34205749","Interactive Exhibition of Human Meridian Based on Cult3D","Acupuncture is the kernel of traditional Chinese medicine and is nowadays being accepted by the whole world. The precise orientation of the points and meridian is important in acupuncture while it is difficult to be done via the 2-dimension pictures. So the 3D interactive exhibition is undoubtedly superior to the traditional 2D way. A Web3D technology Cult3D and its advantages in contrast to VRML are presented. The implementation process of interactive human point exhibition by using Cult3D is discussed in detail. A primary attempt of expressing the knowledge system of meridian more intuitionisticly is made",2005,"2005 IEEE Engineering in Medicine and Biology 27th Annual Conference","10.1109/IEMBS.2005.1615928",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:34205749",21356
"167880825","Enhanced Authentication In Online Banking","The online banking environment has grown tremendously over the past several years and will continue to grow as financial institutions continue to strive to allow customers to complete money transfers, pay bills, and access critical information online. During this same time, online banking has been plagued by Internet criminals and fraudsters attempting to steal customer information. Phishing, pharming, and other types of attacks have become well known and are widely used as a means for fraudsters to obtain information from customers and access online banking accounts. As a result, authenticating customers logging onto their online banking service has become a crucial concern of financial institutions. This research study portrays a clear picture of the need for enhanced authentication in online banking. It presents the main security concerns and criminal activities that are driving the need for stronger authentication, as well as showing the growth of the online channel that is being driven by consumers and financial institutions. This study simplifies and provides a resource for understanding the many options available when implementing enhanced authentication in the online banking environment. It provides detailed analysis of the many authentication solutions available, as well as a set of guidelines for selecting and implementing enhanced authentication, based on the learning and knowledge of industry experts and the consumer.",2006,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:167880825",21356
"7132162","A Study on the Impact of ICT on Collaborative Learning Processes in Libyan Higher Education","This paper presents the conclusions of a study on the impact of ICT on collaborative learning processes in Libyan Higher Education (LHE). The quantitative analysis of the answers to a questionnaire (completed by Libyan full-time lecturers at the universities of Tripoli, Garyounis, Gharian and Ezawia) shows the necessity to design and develop more classroom activities and interactive online applications, enabling the development of team-building skills required by employers. The influence of limited Internet bandwidths in Libya on collaborative learning processes in HE is then presented. It is obvious that HE institutions need to develop proactive strategies that envisage and anticipate learners"" future learning needs and requirements in this transition period of moving towards an increasingly digitalized, networked and knowledge-based society. The paper also contains the analysis of a SWOT model considering the factors that must be considered in relation to collaborative learning within the university teaching process, such as intelligent multimedia, Internet technologies, and knowledge management. The employment of modern technology will enable the development of innovative and inspiring collaborative learning environments where lecturers are expert designers of intellectual experiences for students, who become active participants to the learning processes.",2015,"International Journal of Learning, Teaching and Educational Research","10.20533/jitst.2046.3723.2014.0028",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:7132162",21356
"94587","The Hidden Curriculum: Value Added in Dental Education","Optimum dental school student learning integrates biomedical science and clinical dentistry and provides numerous examples of their application and relation to life and dental practice. While the formal curriculum is the nucleus for learning, the largely uncatalogued “hidden” curriculum is the",2006,"Journal of dental education",NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:94587",21356
"14264948","The cooperative function of arginine residues in the Prototype Foamy Virus Gag C-terminus mediates viral and cellular RNA encapsidation","Background ::: One unique feature of the foamy virus (FV) capsid protein Gag is the absence of Cys-His motifs, which in orthoretroviruses are irreplaceable for multitude functions including viral RNA genome recognition and packaging. Instead, FV Gag contains glycine-arginine-rich (GR) sequences at its C-terminus. In case of prototype FV (PFV) these are historically grouped in three boxes, which have been shown to play essential functions in genome reverse transcription, virion infectivity and particle morphogenesis. Additional functions for RNA packaging and Pol encapsidation were suggested, but have not been conclusively addressed.",2014,"Retrovirology","10.1186/s12977-014-0087-7",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:14264948",21356
"136357407","Pulsed-laser deposition of AlN thin films","Aluminium nitride thin films were deposited at room temperature on silicon substrates by nitrogen-ion-assisted pulsed laser ablation of a hexagonal AlN target. A KrF excimer laser with pulse duration of 23 ns and wavelength of 248 nm was used as a laser source for the ablation. With this technology, it is possible to independently control the energy of the AlN radicals in the ablated plasma and the nitrogen ions in the ion beam to improve the quality of the deposited thin films. Moreover, the nitrogen ion implantation can also compensate the loss of nitrogen species in the ablation process. X-ray diffraction (XRD), Raman spectrum and x-ray photoelectron spectroscopy (XPS) were used to characterize the deposited thin films. The deposited thin films exhibit good crystal properties with sharp XRD peaks. The influences of the nitrogen ion beam energy on the electronic and structural properties of the deposited thin films were studied. The nitrogen ions can effectively promote the formation of stable Al-N bonds and improve the crystal properties of the deposited thin films. A nitrogen ion energy of 400 eV is proposed.",2000,NA,"10.1117/12.387554",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:136357407",21356
"120985197","Effect of pre-treatment of GaN substrate for homoepitaxial growth by rf MBE","We have attempted the growth of GaN by RF-MBE which crystalline quality is a match for that by MOCVD, performing homoepitaxial growth using MOCVD-GaN as a substrate. We confirmed that homoepitaxial GaN had Ga polarity by (1 x 1) RHEED streaky pattern after cooling down. 10 min-BHF-etching was the most effective for cleaning the surface of GaN substrate, and as the result crystalline quality of homoepitaxial GaN was improved. Thermal annealing of GaN substrate was also affect for the improvement of crystalline quality of homoepitaxial GaN. From XRD measurement, FWHM of diffraction spectrum from homoepitaxial GaN almost equaled to that from GaN substrate. So, the crystalline quality of homoepitaxial GaN was not inferior to that of GaN substrate. Large compressive strain in c plane of homoepitaxial GaN indicated that homoepitaxy prevented 3D growth and/or formation of defects. From PL measurement, we observed radiative recombination of free excitons clearly from homoepitaxial GaN.",2000,NA,"10.1117/12.392111",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:120985197",21356
"13681088","Corticoamygdala Transfer of Socially Derived Information Gates Observational Learning","Observational learning is a powerful survival tool allowing individuals to learn about threat-predictive stimuli without directly experiencing the pairing of the predictive cue and punishment. This ability has been linked to the anterior cingulate cortex (ACC) and the basolateral amygdala (BLA). To investigate how information is encoded and transmitted through this circuit, we performed electrophysiological recordings in mice observing a demonstrator mouse undergo associative fear conditioning and found that BLA-projecting ACC (ACC→BLA) neurons preferentially encode socially derived aversive cue information. Inhibition of ACC→BLA alters real-time amygdala representation of the aversive cue during observational conditioning. Selective inhibition of the ACC→BLA projection impaired acquisition, but not expression, of observational fear conditioning. We show that information derived from observation about the aversive value of the cue is transmitted from the ACC to the BLA and that this routing of information is critically instructive for observational fear conditioning. VIDEO ABSTRACT.",2018,"Cell","10.1016/j.cell.2018.04.004",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:13681088",21356
"1086358","Stilbenoids remodel the DNA methylation patterns in breast cancer cells and inhibit oncogenic NOTCH signaling through epigenetic regulation of MAML2 transcriptional activity","DNA hypomethylation was previously implicated in cancer progression and metastasis. The purpose of this study was to examine whether stilbenoids, resveratrol and pterostilbene thought to exert anticancer effects, target genes with oncogenic function for de novo methylation and silencing, leading to inactivation of related signaling pathways. Following Illumina 450K, genome-wide DNA methylation analysis reveals that stilbenoids alter DNA methylation patterns in breast cancer cells. On average, 75% of differentially methylated genes have increased methylation, and these genes are enriched for oncogenic functions, including NOTCH signaling pathway. MAML2, a coactivator of NOTCH targets, is methylated at the enhancer region and transcriptionally silenced in response to stilbenoids, possibly explaining the downregulation of NOTCH target genes. The increased DNA methylation at MAML2 enhancer coincides with increased occupancy of repressive histone marks and decrease in activating marks. This condensed chromatin structure is associated with binding of DNMT3B and decreased occupancy of OCT1 transcription factor at MAML2 enhancer, suggesting a role of DNMT3B in increasing methylation of MAML2 after stilbenoid treatment. Our results deliver a novel insight into epigenetic regulation of oncogenic signals in cancer and provide support for epigenetic-targeting strategies as an effective anticancer approach.",2016,"Carcinogenesis","10.1093/carcin/bgw048",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:1086358",21356
"15459849","The role of H-2 linked genes in helper T-cell function. IV. Importance of T-cell genotype and host environment in I-region and Ir gene expression","We have studied the properties of helper T cells specific for sheep erythrocytes (SRBC), keyhole limpet hemocyanin (KLH), or poly-L-(Tyr,Glu)-poly-DL-Ala-poly-L-Lys [(T,G)-A--L]. These T cells differentiated and were primed in vivo in irradiation chimeras constructed of various combinations of F1 and parental bone marrow donors and irradiated recipients. Primed T cells were then tested for helper activity in the in vitro response of B cells and macrophages (Mphi) of parental or F1 origin to the hapten trinitrophenol coupled to the priming antigen. When testing either SRBC or KLH-specific T cells of parental H-2 type which had differentiated in F1 hosts, we found that they cooperated equally well with B cells and Mphi of either parental H-2 type. On the other hand, when testing F1 T cells which had differentiated in parental hosts, we found that they cooperated well only with B cells and Mphi which had the K-IA region type of the parental host. In similar experiments we found that (T,G)-A--L-specific T cells of low responder H-2 type which had differentiated in (high responder X low responder) F1 hosts induced high responses in high responder B cells and Mphi (T,G)-A--L-specific F1 T cells which differentiated in high responder but not those which differentiated in low responder hosts induced high responses in high responder B cells and Mphi. Low responder B cells and Mphi yielded low responses in all cases regardless of the source of (T,G)-A--L-specific T cells with what they were tested. Our results support the conclusion that I-region and Ir genes function via their expression in B cells and Mphi and in the host environment during helper T-cell differentiation, but not, at least under the conditions of these experiments, via their expression in the helper T cell itself. These findings place constraints upon models which attempt to explain the apparent dual recognition of antigen and I-region gene products by helper T cells.",1978,"The Journal of Experimental Medicine","10.1084/jem.148.6.1510",,TRUE,FALSE,TRUE,"https://api.semanticscholar.org/CorpusID:15459849",21356
"15645829","Phoenix: A Runtime Environment for High Performance Computing on Chip Multiprocessors","Execution of applications on upcoming high-performance computing (HPC) systems introduces a variety of new challenges and amplifies many existing ones. These systems will be composed of a large number of “fat” nodes, where each node consists of multiple processors on a chip with symmetric multithreading capabilities, interconnected via high-performance networks. Traditional system software for parallel computing considers these chip multiprocessors (CMPs) as arrays of symmetric multiprocessing cores, when in fact there are fundamental differences among them. Opportunities for optimization on CMPs are lost using this approach. We show that support for fine-grained parallelism coupled with an integrated approach for scheduling of compute and communication tasks is required for efficient execution on this architecture. We propose Phoenix, a runtime system designed specifically for execution on CMP architectures to address the challenges of performance and programmability for upcoming HPC systems. An implementation of message passing interface (MPI) atop Phoenix is presented. Micro-benchmarks and a production MPI application are used to highlight the benefits of our implementation vis-a-vis traditional MPI implementations on CMP architectures.",2009,"2009 17th Euromicro International Conference on Parallel, Distributed and Network-based Processing","10.1109/PDP.2009.41",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:15645829",21356
"42624197","Nonlinear dynamic systems fault detection and isolation using fuzzy adaptive observer","A novel fault detection and isolation scheme for a class of nonlinear systems is presented in this paper using fuzzy adaptive observer. First, the study assumes the physical process can be described by Takagi-Sugeno (T-S) fuzzy model. In the light of the T-S fuzzy model of the plant, the fuzzy observer comprises a number of locally linear observers and the final state estimate is a fuzzy fusion of all local observer outputs. Moreover, a radial basis function (RBF) neural networks is designed for online fault estimation. The weights of neural Networks are adjusted by an adaptive algorithm which is established in the sense of Lyapunov stability theory to ensure the stability and convergence of the observer. Finally the simulation results illustrate the efficiency of the proposed method.",2010,"2010 IEEE Instrumentation & Measurement Technology Conference Proceedings","10.1109/IMTC.2010.5488243",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:42624197",21356
"52836985","Molecular Interaction Search Tool (MIST): an integrated resource for mining gene and protein interaction data","Model organism and human databases are rich with information about genetic and physical interactions. These data can be used to interpret and guide the analysis of results from new studies and develop new hypotheses. Here, we report the development of the Molecular Interaction Search Tool (MIST; http://fgrtools.hms.harvard.edu/MIST/). The MIST database integrates biological interaction data from yeast, nematode, fly, zebrafish, frog, rat and mouse model systems, as well as human. For individual or short gene lists, the MIST user interface can be used to identify interacting partners based on protein-protein and genetic interaction (GI) data from the species of interest as well as inferred interactions, known as interologs, and to view a corresponding network. The data, interologs and search tools at MIST are also useful for analyzing 'omics datasets. In addition to describing the integrated database, we also demonstrate how MIST can be used to identify an appropriate cut-off value that balances false positive and negative discovery, and present use-cases for additional types of analysis. Altogether, the MIST database and search tools support visualization and navigation of existing protein and GI data, as well as comparison of new and existing data.",2017,"Nucleic Acids Research","10.1093/nar/gkx1116",,TRUE,TRUE,FALSE,"https://api.semanticscholar.org/CorpusID:52836985",21356
"2946666","The gastrointestinal symptoms of advanced cancer","The commonest gastrointestinal (GI) symptoms in advanced cancer are reviewed with reference to definition, pathophysiology, etiology, prevalence, severity, and management. Observation or reporting of such symptoms must lead to consideration of the multi-faceted pathophysiology. Careful assessment and an analytical detailed approach are the keystones of effective management.",2001,"Supportive Care in Cancer","10.1007/s005200000164",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:2946666",21356
"149291868","PPIs under negation: A case study of Italian già","Abstract This paper investigates the Italian element già ‘already’ under negation in various contexts, including questions. The occurrence of già under negation in questions is unexpected because già cannot be licensed in declarative sentences with sentential negation (It. *Non ho già fatto colazione. literally ‘I did not have breakfast already.’). The empirical contribution of this paper is to provide a corpus analysis and to describe the contexts in which già can appear under negation. The main research questions of this paper are as follows: (i) how do we account for the distribution and the licensing conditions of già under negation? and (ii) how is the meaning of già related to its distribution? This paper shows that some syntactic restrictions are responsible for the distribution of già under negation, and that in contexts where già appears under negation in questions or conditionals, it is not interpreted under the direct scope of negation.",2018,"Linguistics","10.1515/ling-2017-0040",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:149291868",21356
"202700221","Deep Learning for Edge Computing: Current Trends, Cross-Layer Optimizations, and Open Research Challenges","In the Machine Learning era, Deep Neural Networks (DNNs) have taken the spotlight, due to their unmatchable performance in several applications, such as image processing, computer vision, and natural language processing. However, as DNNs grow in their complexity, their associated energy consumption becomes a challenging problem. Such challenge heightens for edge computing, where the computing devices are resource-constrained while operating on limited energy budget. Therefore, specialized optimizations for deep learning have to be performed at both software and hardware levels. In this paper, we comprehensively survey the current trends of such optimizations and discuss key open research mid-term and long-term challenges.",2019,"2019 IEEE Computer Society Annual Symposium on VLSI (ISVLSI)","10.1109/ISVLSI.2019.00105",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:202700221",21356
"33319218","Glucuronidation of bile acids in human liver, intestine and kidney","Abstract The activities of UDP-glucuronyl transferase(s) in homogenates and microsomal preparations of human liver, kidney and intestine were tested with hyodeoxycholic acid (HDC). The various kinetic parameters of the UDC-glucuronidation were determined from time course experiments. In both liver and kidney preparations, HDC underwent a very active metabolic transformation: liver Km = 78 μM, Vmax = 3.3 nmol·min −1mg −1 protein; kidney Km = 186 μM, Vmax = 9.9 nmol·min −1.mg −1 protein. To our knowledge this is the first observation of both an extensive and comparable bile acid glucuronidation occurring in renal and hepatic tissues.",1985,"FEBS letters","10.1016/0014-5793(85)81020-6",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:33319218",21356
