"paper_id","title","abstract","year","journal","doi","mag_field_of_study","has_pdf_parse","has_pdf_parsed_abstract","has_pdf_parsed_body_text","s2_url","seed"
"1903740","SplayNet: Distributed User-Space Topology Emulation","Network emulation allows researchers to test distributed applications on diverse topologies with fine control over key properties such as delays, bandwidth, congestion, or packet loss. Current approaches to network emulation require using dedicated machines and low-level operating system support. They are generally limited to one user deploying a single topology on a given set of nodes, and they require complex management. These constraints restrict the scope and impair the uptake of network emulation by designers of distributed applications. We propose a set of novel techniques for network emulation that operate only in user-space without specific operating system support. Multiple users can simultaneously deploy several topologies on shared physical nodes with minimal setup complexity. A modular network model allows emulating complex topologies, including congestion at inner routers and links, without any centralized orchestration nor dedicated machine. We implement our user-space network emulation mechanisms in SplayNet, as an extension of an open-source distributed testbed. Our evaluation with a representative set of applications and topologies shows that SplayNet provides accuracy comparable to that of low-level systems based on dedicated machines, while offering better scalability and ease of use.",2013,NA,"10.1007/978-3-642-45065-5_4",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:1903740",21356
"6125428","Pregnancy recency and risk of ovarian cancer","Objective: A recent analysis suggested that ovarian cancer risk increased with time since last birth, possibly because of some aspect of pregnancy that affects the clearance of cells that have undergone malignant transformation. We analyzed data from four case–control studies pertaining to ovarian cancer risk in relation to age at first pregnancy, age at last pregnancy, and years since last pregnancy: 628 cases and 3432 neighborhood or population controls, ages 18–79, were included.>Methods: We used logistic regression to analyze associations between ovarian cancer risk, controlling for study, age (at diagnosis or corresponding reference age for controls), race, parity, oral contraceptive use, tubal ligation, family history of ovarian or breast cancer, and excluding women with a history of infertility.Results: An early age at first pregnancy was associated with an increased risk of ovarian cancer (odds ratio 1.4, 95% confidence interval (1.1–1.8) for ages ≤19 compared to ≥25). Years since last pregnancy was also associated with increased ovarian cancer risk, with odds ratios of 1.4, 1.4, 1.8, and 2.1 for 10–14, 15–19, 20–24, and ≥25 years compared to 0–9 years (trend test p = 0.004), respectively.Conclusion: These observations support the results from the previous study, and raise additional questions about the role of pregnancy in the etiology of ovarian cancer.",2004,"Cancer Causes & Control","10.1023/A:1008960520316",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:6125428",21356
"15051951","Association schemes related to universally optimal configurations, Kerdock codes and extremal Euclidean line-sets","H. Cohn et. al. proposed an association scheme of 64 points in R^{14} which is conjectured to be a universally optimal code. We show that this scheme has a generalization in terms of Kerdock codes, as well as in terms of maximal real mutually unbiased bases. These schemes also related to extremal line-sets in Euclidean spaces and Barnes-Wall lattices. D. de Caen and E. R. van Dam constructed two infinite series of formally dual 3-class association schemes. We explain this formal duality by constructing two dual abelian schemes related to quaternary linear Kerdock and Preparata codes.",2008,NA,"10.1016/j.jcta.2008.07.002",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:15051951",21356
"1188303","Analytical fractionation of human liver microsomal fractions: Localization of cholesterol and of the enzymes relevant to its metabolism","1. The submicrosomal distribution of three enzymes concerned in cholesterol metabolism, and of free and esterified cholesterol, was determined in human liver by analytical isopycnic centrifugation on sucrose gradients. 2. The distribution profile and median density of acyl-CoA:cholesterol O-acyltransferase was similar to that of RNA, showing that this enzyme is confined largely to the ribosome-rich membranes of the endoplasmic reticulum. The distribution profiles and median densities of 3-hydroxy-3-methylglutaryl-CoA reductase and cholesterol 7 alpha-mono-oxygenase showed that both enzymes are confined to the smooth, ribosome-poor, endoplasmic reticulum. 3. Most of the free cholesterol in the microsomal preparations was present in smooth membranes from the Golgi apparatus and in vesicles from plasma-membrane fragments. The distribution of esterified cholesterol was multimodal and extended throughout the whole gradient.",1981,"Clinical science","10.1042/cs0600435",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:1188303",21356
"119105191","Ranking-Based Autoencoder for Extreme Multi-label Classification","Extreme Multi-label classification (XML) is an important yet challenging machine learning task, that assigns to each instance its most relevant candidate labels from an extremely large label collection, where the numbers of labels, features and instances could be thousands or millions. XML is more and more on demand in the Internet industries, accompanied with the increasing business scale / scope and data accumulation. The extremely large label collections yield challenges such as computational complexity, inter-label dependency and noisy labeling. Many methods have been proposed to tackle these challenges, based on different mathematical formulations. In this paper, we propose a deep learning XML method, with a word-vector-based self-attention, followed by a ranking-based AutoEncoder architecture. The proposed method has three major advantages: 1) the autoencoder simultaneously considers the inter-label dependencies and the feature-label dependencies, by projecting labels and features onto a common embedding space; 2) the ranking loss not only improves the training efficiency and accuracy but also can be extended to handle noisy labeled data; 3) the efficient attention mechanism improves feature representation by highlighting feature importance. Experimental results on benchmark datasets show the proposed method is competitive to state-of-the-art methods.",2019,"ArXiv","10.18653/v1/n19-1289",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:119105191",21356
"16497039","Article Multiscale Interactions between Water and Carbon Fluxes and Environmental Variables in A Central U.S. Grassland","The temporal interactions between water and carbon cycling and the controlling environmental variables are investigated using wavelets and information theory. We used 3.5 years of eddy covariance station observations from an abandoned agricultural field in the central U.S. Time-series of the entropy of water and carbon fluxes exhibit pronounced annual cycles, primarily explained by the modulation of the diurnal flux amplitude by other variables, such as the net radiation. Entropies of soil moisture and precipitation show almost no annual cycle, but the data were collected during above average precipitation years, which limits the role of moisture stress on the resultant fluxes. We also investigated the information contribution to resultant fluxes from selected environmental variables as a function of time-scale using relative entropy. The relative entropy of latent heat flux and ecosystem respiration show that the radiation terms contribute the most information to these fluxes at scales up to the diurnal scale. Vapor pressure deficit and air temperature contribute to the most information for the gross primary productivity and net ecosystem exchange at the daily time-scale. The relative entropy between the fluxes and soil moisture illustrates that soil moisture contributes information at approximately weekly time-scales, while the relative entropy with precipitation contributes information predominantly at the monthly time-scale. The use of information theory metrics is a relatively new technique for assessing biosphere-atmosphere interactions, and this study illustrates the utility of the approach for assessing the dominant time-scales of these interactions.",2013,"Entropy","10.3390/e15041324",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:16497039",21356
"51687165","Universal constraint for efficiency and power of a heat engine","The constraint relation for efficiency and power is crucial to design optimal heat engines operating within finite time, yet remains missing. We find a universal constraint between efficiency and output power for heat engines in low dissipation region with a phenomenological model. Such constraint is validated with an example of a Carnot-like engine. Its microscopic dynamics is governed by the master equation. Based on the master equation, we connect the microscopic coupling strengths to the generic parameters in the phenomenological model. We find the usual assumption of low dissipation is achieved with strong coupling to thermal environments. Additionally, such connection allows the design practical cycle to optimize the engine performance.",2018,"arXiv: Quantum Physics",NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:51687165",21356
"52009999","The Use of a Game‐Based Decision Aid to Educate Pregnant Women about Prenatal Screening: A Randomized Controlled Study","Purpose This project developed and evaluated the efficacy of a game decision aid among pregnant women about prenatal screening in a randomized controlled study. Study Design Participants were recruited from an obstetric clinic of an academic urban medical center and randomized (n = 73) to one of two study groups: the control group (n = 39) that used a brochure or the intervention group (n = 34) that also used a game decision aid. Result Participants who played the game had higher knowledge scores (m = 21.41, standard deviation [SD] = 1.74) than participants in the control group (m = 19.59; SD = 3.31), p = 0.004. The median time of game playing was 6:43 minutes (range: 2:17–16:44). The groups were similar in frequency of completing screening after the study, control = 6 (15%) versus intervention = 11 (32%), p = 0.087. However, the more interaction with the game resulted in more positive attitudes toward screening. Conclusion The addition of a game decision aid was effective in educating pregnant women about prenatal screening. As other genetic testing decisions continue to increase within clinical care, game-based decision tools may be a constructive method of informed decision-making.",2019,"American Journal of Perinatology","10.1055/s-0038-1667371",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:52009999",21356
"92984246","Stream Geomorphology and Fish Community Structure in Channelized and Meandering Reaches of an Agricultural Stream",NA,2001,"Water Science and Application","10.1029/WS004p0105",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:92984246",21356
"7106188","Abstract Associative Memories with Small World Connectivity","In this paper we report experiments designed to find the relationship between the different parameters of sparsely connected networks of perceptrons with small world connectivity patterns, acting as associative memories.",2005,NA,"10.1007/3-211-27389-1_18",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:7106188",21356
"158583584","A Promise Betrayed: Policies and Practice Renew the Rural Dispossession of Land, Rights and Prospects",NA,2015,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:158583584",21356
"34786407","Comparing the Efficacy of Plaque Removal between Salvadora persica (Miswak) and Manual Toothbrush in 12 to 15 Years School Children","Aim: To compare the efficacy of plaque removal between chewing stick (Miswak—Salvadora persica) and manual toothbrush in 12 to 15 years old school children. Methods: A randomized, examiner-blind, parallel design study was conducted over a 2-month period, among 12 to 15 years old students of Sri Sajjan Rao Vidya Samasthe, Bengaluru. A sample size of 60 subjects was randomly allocated into two groups, 30 subjects in group A (manual toothbrush) and 30 subjects in group B (chewing stick). The plaque index (Turesky et al, modified Quigley Hein plaque index) was used for base line, pre- and postintervention assessment. Then the data was collected and subjected to statistical analysis and the test used was Student-t test. Results: The results were given separately for between and within group comparison. The difference in mean PI score between toothbrush users and tooth stick users is found to be statistically significant (p < 0.01). Higher mean PI score was found in tooth stick users compared to toothbrush users and the mean difference was statistically significant. The difference in mean PI score in both the groups, before and after intervention was statistically significant (p < 0.001).",2011,"World Journal of Dentistry","10.5005/jp-journals-10015-1049",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:34786407",21356
"18004310","A pr 2 00 6 Dark Energy in Astrophysical Context",NA,2008,NA,NA,,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:18004310",21356
"15535396","Estimation-informed, resource-aware robot navigation for environmental monitoring applications","Environmental monitoring of spatially-distributed geo-physical processes (e.g., temperature, pressure, or humidity) requires efficient sampling schemes, particularly, when employing an autonomous mobile agent to execute the sampling task. Many approaches have considered optimal sampling strategies which specialize in minimizing estimation error, while others emphasize reducing resource usage, yet rarely are both of these performance parameters used concurrently to influence the navigation. This work discusses how a spatial estimation process and resource awareness are integrated to generate an informed navigation policy for collecting useful measurement information. We also enable a direct comparison between this informed navigation method and more common approaches using two performance metrics. We show that our informed navigation outperforms these approaches based on performance evaluation as a function of estimation error and resource usage for a useful range of coverage within the sampling area.",2013,"2013 IEEE International Conference on Robotics and Automation","10.1109/ICRA.2013.6630701",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:15535396",21356
"39506619","Echocardiographicaly directed angiography in congenial heart disease",NA,2005,"Pediatric Cardiology","10.1007/BF02238505",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:39506619",21356
"168668890","Television, Video, and Radio",NA,2004,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:168668890",21356
"8110436","Demonstration of the herd effect in adults after the implementation of pneumococcal vaccination with PCV13 in children","The purpose of this investigation was to describe the evolution of serotypes and antibiotic susceptibility of Streptococcus pneumoniae strains isolated from both adults and children from the same population area with invasive pneumococcal disease (IPD) or acute otitis media (AOM), 5 years after the introduction of the 13-valent pneumococcal conjugate vaccine (PCV13). From 2009 to 2015, 839 strains of S. pneumoniae strains were collected (481 from adults and 358 from children). Serotyping by latex antisera and molecular methods was performed. Antimicrobial susceptibility was tested. Compared to 2009, the total number of strains isolated in 2015 decreased in children (263 vs. 53, respectively) and in adults (220 vs. 131, respectively). Serotype coverage of PCV13 for IPD decreased significantly in adults from 67.7% (149/220) to 25.2% (33/131) and in children from 75.1% (61/81) to 18.5% (5/27). Especially, serotypes 1, 7F and 19A decreased significantly in children, while serotypes 7F and 19A decreased significantly in adults. PCV13 serotypes involved in AOM decreased significantly over the 5-year period, from 85.7% (156/182) to 38.5% (10/26), and were more susceptible to penicillin, amoxicillin and cefotaxime, p < 0.05. Serotypes 8, 9N and 10A seemed to emerge in adults, whereas any serotype prevalence was observed in children. Between 2009 and 2015, the introduction of PCV13 has resulted in a significant decrease of the number of S. pneumoniae strains isolated from IPD in children as in adults. It highlights a strong herd effect of vaccination in adults.",2016,"European Journal of Clinical Microbiology & Infectious Diseases","10.1007/s10096-016-2868-5",,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:8110436",21356
"26243409","Attention and Novelty: An Experimental Investigation of Order Effects in Multiple Valuation Tasks","This paper implements a novel experimental design to investigate the presence of order effects across multiple valuation tasks for consumer goods, whereby earlier goods are valued more highly than later goods. The paper presents a novel explanation of order effects, relating to attention and novelty. Typically, multiple valuation tasks for consumer goods use the same good for valuation in each task. In this experiment the type of good valued in each task is varied, allowing two potential mechanisms to be disentangled: experimental novelty effects, whereby participants become less interested with completing later tasks, and good-specific novelty effects, whereby participants become less interested with the goods used in later tasks. The results find a particular importance of the first task; goods in the first task are valued significantly higher than later valued goods, evidence of experimental novelty effects, and goods of a similar type to the good in the first task are valued significantly higher than goods of a different type to the first, evidence of good-specific novelty. The paper discusses the potential implications of these findings.",2018,"Journal of Economic Psychology","10.1016/j.joep.2018.05.002",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:26243409",21356
"189801621","Background document and review of key South African and international literature on school dropout",NA,NA,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:189801621",21356
"134233527","Bone-derived Nestin-positive mesenchymal stem cells improve cardiac function via recruiting cardiac endothelial cells after myocardial infarction","Background ::: Bone-derived mesenchymal stem cell (BMSC) transplantation has been reported to be effective for the treatment of ischemic heart disease, but whether BMSCs are the optimal cell type remains under debate. Increasing numbers of studies have shown that Nestin, an intermediate filament protein, is a potential marker for MSCs, which raises the question of whether Nestin+ cells in BMSCs may play a more crucial role in myocardial repair.",2019,"Stem Cell Research & Therapy","10.1186/s13287-019-1217-x",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:134233527",21356
"5978476","Characteristics of the Dye-Sensitized Solar Cells Using TiO2 Nanotubes Treated with TiCl4","The replacement of oxide semiconducting TiO2 nano particles with one dimensional TiO2 nanotubes (TNTs) has been used for improving the electron transport in the dye-sensitized solar cells (DSSCs). Although use of one dimensional structure provides the enhanced photoelectrical performance, it tends to reduce the adsorption of dye on the TiO2 surface due to decrease of surface area. To overcome this problem, we investigate the effects of TiCl4 treatment on DSSCs which were constructed with composite films made of TiO2 nanoparticles and TNTs. To find optimum condition of TNTs concentration in TiO2 composites film, series of DSSCs with different TNTs concentration were made. In this optimum condition (DSSCs with 10 wt% of TNT), the effects of post treatment are compared for different TiCl4 concentrations. The results show that the DSSCs using a TiCl4 (90 mM) post treatment shows a maximum conversion efficiency of 7.83% due to effective electron transport and enhanced adsorption of dye on TiO2 surface.",2014,"Materials","10.3390/ma7053522",,TRUE,TRUE,TRUE,"https://api.semanticscholar.org/CorpusID:5978476",21356
"145816757","Description Title of Invention : METHOD AND APPARATUS FOR HANDLING TRAFFIC STEERING FAILURE IN WIRELESS COMMUNICATION SYSTEM",NA,NA,NA,NA,,TRUE,FALSE,FALSE,"https://api.semanticscholar.org/CorpusID:145816757",21356
